















Bisharp, Meowstic, Conkeldurr, Primarina, Dragapult, Dusclops
Haxorus, Whimsicott, Braviary, Rotom-Mow, Incineroar, Tyranitar
Charizard, Torkoal, Whimsicott, Rhyperior
Charizard, Diggersby, Venusaur, Torkoal, Dusclops
Hitmontop, Corviknight, Togekiss, Rotom-Mow, Rhyperior, Gyarados
Dusclops, Conkeldurr, Reuniclus, Jellicent, Rhyperior, Appletun
Togedemaru, Durant, Tyranitar, Arcanine, Dragapult, Grimmsnarl
Dragapult, Dusclops, Arcanine, Rotom-Wash, Indeedee-F, Conkeldurr
Charizard, Diggersby, Venusaur, Torkoal, Dusclops
Butterfree, Whimsicott, Ninetales-Alola, Beartic, Tyranitar, Excadrill
Tyranitar, Pikachu, Darmanitan-Galar, Dragapult, Incineroar, Hitmontop
Gengar, Bisharp, Conkeldurr, Clefairy, Gyarados, Hydreigon
Dusclops, Gastrodon, Rhyperior, Togekiss, Indeedee-F, Bronzong
Charizard, Torkoal, Dusclops, Venusaur, Whimsicott, Tyranitar
Togedemaru, Durant, Tyranitar, Arcanine, Dragapult, Grimmsnarl
Snorlax, Clefairy, Duraludon, Gourgeist-*, Incineroar, Silvally-*
Sableye, Lapras, Incineroar, Pelipper, Dracovish, Seaking
Beartic, Cramorant, Flapple, Toxtricity, Oranguru, Alcremie
Rotom-Wash, Gothitelle, Dracovish, Weavile, Hitmontop, Barraskewda
Gastrodon, Arcanine, Corviknight, Dracovish, Togekiss, Excadrill
Snorlax, Togekiss, Lucario, Mimikyu, Rotom-Wash, Dragapult
Ninetales, Togekiss, Braviary, Lapras, Ferrothorn, Rhydon
Sableye, Lapras, Incineroar, Pelipper, Dracovish, Seaking
Charizard, Diggersby, Venusaur, Torkoal, Dusclops
Dragapult, Malamar, Lapras, Tyranitar, Incineroar, Togekiss
Dragapult, Togekiss, Gyarados, Snorlax, Excadrill, Rotom-Wash
Umbreon, Falinks, Kommo-o, Sylveon, Mimikyu, Indeedee
Rotom-Wash, Gothitelle, Dracovish, Weavile, Hitmontop, Barraskewda
Beartic, Cramorant, Flapple, Toxtricity, Oranguru, Alcremie
Jolteon, Togekiss, Ninetales, Venusaur, Hippowdon, Lapras
Dusclops, Rhyperior, Togekiss, Incineroar, Milotic, Maractus
Darmanitan-Galar, Corviknight, Excadrill, Indeedee-F, Primarina, Chandelure
Coalossal, Weavile, Gastrodon-East, Togekiss, Gardevoir, Conkeldurr
Tyranitar, Excadrill, Rotom-Wash, Incineroar, Dragapult, Milotic
Golisopod, Escavalier, Dusclops, Hatterene, Conkeldurr, Snorlax
Dragapult, Togekiss, Gyarados, Snorlax, Excadrill, Rotom-Wash
Dragapult, Cherrim, Ninetales, Charizard, Stonjourner, Leafeon
Dragapult, Excadrill, Sylveon, Inteleon, Arcanine, Clefairy
Milotic, Mimikyu, Conkeldurr, Ferrothorn, Dusclops, Tyranitar
Charizard, Diggersby, Venusaur, Torkoal, Dusclops
Whimsicott, Excadrill, Arcanine, Gastrodon-East, Togekiss, Dracozolt
Abomasnow, Rotom-Frost, Jellicent, Conkeldurr, Flygon, Ninetales-Alola
Clefairy, Excadrill, Dragapult, Rotom-Wash, Incineroar, Togekiss
Reuniclus, Cinccino, Whimsicott, Dusclops, Mimikyu, Togekiss
Braviary, Stunfisk-Galar, Gengar, Rotom-Wash, Grimmsnarl, Dragapult
Charizard, Venusaur, Torkoal, Dusclops, Tyranitar, Togekiss
Sigilyph, Excadrill, Tyranitar, Milotic, Dragapult, Dhelmise
Beartic, Cramorant, Flapple, Toxtricity, Oranguru, Alcremie
Rotom-Wash, Gothitelle, Dracovish, Weavile, Hitmontop, Barraskewda
Tyranitar, Excadrill, Dusclops, Conkeldurr, Alcremie, Gyarados
Dragapult, Arcanine, Mimikyu, Primarina, Dusclops, Ferrothorn
Avalugg, Torkoal, Falinks, Oranguru, Dhelmise, Crawdaunt
Excadrill, Incineroar, Rotom-Wash, Conkeldurr, Grimmsnarl, Whimsicott
Darmanitan-Galar, Incineroar, Dragapult, Whimsicott, Clefairy, Rotom-Wash
Kingler, Primarina, Togekiss, Incineroar, Sirfetch'd, Whimsicott
Coalossal, Dragapult, Primarina, Dusclops, Mimikyu, Ferrothorn
Primarina, Whimsicott, Clefairy, Arcanine, Duraludon, Diggersby
Clefairy, Excadrill, Dragapult, Rotom-Wash, Incineroar, Togekiss
Abomasnow, Rotom-Frost, Jellicent, Conkeldurr, Flygon, Ninetales-Alola
Dragapult, Dusclops, Arcanine, Rotom-Wash, Indeedee-F, Conkeldurr
Tsareena, Togekiss, Rotom-Wash, Excadrill, Incineroar, Tyranitar
Aegislash, Dragapult, Whimsicott, Ferrothorn, Primarina, Conkeldurr
Garbodor, Trevenant, Grimmsnarl, Hydreigon, Toxapex, Hatterene
Pelipper, Seismitoad, Hitmontop, Ferrothorn, Gyarados, Togedemaru
Lapras, Raichu, Dusclops, Rhyperior, Hydreigon, Togekiss
Coalossal, Dragapult, Gastrodon, Conkeldurr, Togekiss, Reuniclus
Vanilluxe, Lapras, Mamoswine, Darmanitan-Galar, Avalugg, Glaceon
Excadrill, Sylveon, Eldegoss, Milotic, Cinderace, Tyranitar
Sableye, Lapras, Incineroar, Pelipper, Dracovish, Seaking
Conkeldurr, Togekiss, Rotom-Wash, Tyranitar, Excadrill, Arcanine
Musharna, Incineroar, Bewear, Grimmsnarl, Gigalith, Excadrill
Dragapult, Excadrill, Sylveon, Inteleon, Arcanine, Clefairy
Dusclops, Conkeldurr, Togekiss, Lapras, Incineroar, Snorlax
Torkoal, Venusaur, Hatterene, Indeedee-F, Dusclops, Excadrill
Coalossal, Primarina, Gastrodon, Dusclops, Conkeldurr, Araquanid
Snorlax, Torkoal, Venusaur, Indeedee-F, Hawlucha, Dusclops
Lapras, Togekiss, Incineroar, Alcremie, Dusclops, Conkeldurr
Tyranitar, Sylveon, Incineroar, Rotom-Wash, Excadrill, Corviknight
Gengar, Bisharp, Conkeldurr, Clefairy, Gyarados, Hydreigon
Drifblim, Mimikyu, Milotic, Excadrill, Arcanine, Ferrothorn
Tyranitar, Charizard, Excadrill, Goodra, Durant, Dusclops
Durant, Tyranitar, Perrserker, Chandelure, Togekiss, Rotom-Wash
Garbodor, Trevenant, Grimmsnarl, Hydreigon, Toxapex, Hatterene
Mimikyu, Rotom-Wash, Dragapult, Bisharp, Arcanine, Goodra
Umbreon, Corviknight, Tsareena, Salazzle, Sableye, Dracovish
Durant, Conkeldurr, Hatterene, Whimsicott, Jellicent, Togekiss
Braviary, Whimsicott, Arcanine, Rotom-Mow, Milotic, Togekiss
Mimikyu, Tyranitar, Dusclops, Primarina, Arcanine, Ferrothorn
Charizard, Venusaur, Torkoal, Conkeldurr, Dusclops, Duraludon
Drifblim, Mimikyu, Milotic, Excadrill, Arcanine, Ferrothorn
Tyranitar, Charizard, Excadrill, Goodra, Durant, Dusclops
Coalossal, Lapras, Indeedee-F, Dusclops, Tyranitar, Togekiss
Gothitelle, Lapras, Ferrothorn, Tyranitar, Incineroar, Togekiss
Machamp, Excadrill, Tyranitar, Corviknight, Venusaur, Togekiss
Charizard, Venusaur, Torkoal, Dusclops, Tyranitar, Togekiss
Malamar, Clefairy, Lapras, Whimsicott, Arcanine, Duraludon
Kommo-o, Gastrodon, Togekiss, Incineroar, Venusaur, Jolteon
Dragapult, Mimikyu, Rotom-Wash, Arcanine, Tyranitar, Togekiss
Incineroar, Whimsicott, Dracovish, Lapras, Sylveon, Dusclops
Charizard, Venusaur, Torkoal, Dusclops, Tyranitar, Togekiss
Whimsicott, Arcanine, Dracozolt, Milotic, Tyranitar, Excadrill
Mimikyu, Rotom-Wash, Dragapult, Bisharp, Arcanine, Goodra
Gyarados, Manectric, Mimikyu, Togekiss, Excadrill, Tyranitar
Drifblim, Mimikyu, Milotic, Excadrill, Arcanine, Ferrothorn
Clefairy, Excadrill, Dragapult, Rotom-Wash, Incineroar, Togekiss
Dracozolt, Togekiss, Arcanine, Dusclops, Ferrothorn, Primarina
Dragapult, Bisharp, Rotom-Mow, Indeedee-F, Arcanine, Tyranitar
Jolteon, Togekiss, Pelipper, Drednaw, Ferrothorn, Dragapult
Whimsicott, Butterfree, Dracovish, Gengar, Pikachu, Incineroar
Umbreon, Corviknight, Tsareena, Salazzle, Sableye, Dracovish
Dracozolt, Incineroar, Primarina, Excadrill, Corviknight, Clefairy
Clefairy, Excadrill, Dragapult, Rotom-Wash, Incineroar, Togekiss
Drifblim, Mimikyu, Milotic, Excadrill, Arcanine, Ferrothorn
Whimsicott, Araquanid, Duraludon, Indeedee-F, Milotic, Pelipper
Whimsicott, Hydreigon, Conkeldurr, Excadrill, Braviary, Jellicent
Whimsicott, Corviknight, Sylveon, Dracovish, Dragapult, Togekiss
Dusclops, Milotic, Sirfetch'd, Torkoal, Heliolisk
Dracozolt, Togekiss, Arcanine, Dusclops, Ferrothorn, Primarina
Dragapult, Bisharp, Rotom-Mow, Indeedee-F, Arcanine, Tyranitar
Gyarados, Milotic, Pikachu, Whimsicott, Incineroar, Duraludon
Dusclops, Ferrothorn, Tyranitar, Incineroar, Excadrill, Togekiss
Alcremie, Goodra, Arcanine, Excadrill, Gastrodon-East, Corviknight
Gyarados, Manectric, Mimikyu, Togekiss, Excadrill, Tyranitar
Whimsicott, Araquanid, Duraludon, Indeedee-F, Milotic, Pelipper
Dragapult, Weavile, Braviary, Chandelure, Venusaur, Milotic
Tyranitar, Charizard, Excadrill, Goodra, Durant, Dusclops
Abomasnow, Rotom-Frost, Jellicent, Conkeldurr, Flygon, Ninetales-Alola
Torkoal, Dusclops, Vileplume, Togekiss, Snorlax, Gastrodon
Togekiss, Tyranitar, Excadrill, Arcanine, Rotom-Wash, Conkeldurr
Indeedee-F, Hatterene, Tyranitar, Dusclops, Venusaur, Torkoal
Musharna, Drampa, Incineroar, Froslass, Bewear, Grimmsnarl
Excadrill, Chandelure, Sableye, Gyarados, Durant, Rotom-Mow
Rotom-Wash, Dusclops, Dragapult, Arcanine, Togekiss, Conkeldurr
Coalossal, Dragapult, Gastrodon, Conkeldurr, Togekiss, Reuniclus
Hatterene, Indeedee-F, Ludicolo, Pelipper, Torkoal, Venusaur
Drifblim, Mimikyu, Milotic, Excadrill, Arcanine, Ferrothorn
Clefairy, Excadrill, Dragapult, Rotom-Wash, Incineroar, Togekiss
Liepard, Excadrill, Gothitelle, Incineroar, Lapras, Dragapult
Torkoal, Conkeldurr, Dusclops, Sableye, Venusaur, Charizard
Primarina, Venusaur, Duraludon, Mimikyu, Goodra, Togekiss
Sableye, Lapras, Charizard, Indeedee-F, Conkeldurr, Sylveon
Charizard, Ninetales, Venusaur, Conkeldurr, Whimsicott, Raichu
Weezing-Galar, Dusclops, Conkeldurr, Togekiss, Rotom-Wash, Indeedee
Liepard, Hatterene, Torkoal, Dhelmise, Primarina, Conkeldurr
Excadrill, Chandelure, Sableye, Gyarados, Durant, Rotom-Mow
Musharna, Drampa, Incineroar, Froslass, Bewear, Grimmsnarl
Eevee, Gothitelle, Primarina, Tsareena, Togedemaru, Centiskorch
Abomasnow, Rotom-Frost, Jellicent, Conkeldurr, Flygon, Ninetales-Alola
Tyranitar, Charizard, Excadrill, Goodra, Durant, Dusclops
Durant, Conkeldurr, Hatterene, Whimsicott, Jellicent, Togekiss
Torkoal, Venusaur, Dusclops, Rhyperior, Hatterene, Indeedee-F
Whimsicott, Duraludon, Incineroar, Milotic, Charizard, Conkeldurr
Sableye, Lapras, Charizard, Indeedee-F, Conkeldurr, Sylveon
Gengar, Bisharp, Conkeldurr, Clefairy, Gyarados, Hydreigon
Dragapult, Incineroar, Snorlax, Toxtricity, Primarina, Whimsicott
Charizard, Ninetales, Venusaur, Conkeldurr, Whimsicott, Raichu
Charizard, Whimsicott, Dragapult, Togekiss, Rhyperior, Bronzong
Lapras, Dracovish, Incineroar, Whimsicott, Excadrill, Dusclops
Milotic, Mimikyu, Conkeldurr, Ferrothorn, Dusclops, Tyranitar
Torkoal, Venusaur, Lapras, Grimmsnarl, Gothitelle, Conkeldurr
Lapras, Excadrill, Whimsicott, Incineroar, Togekiss, Conkeldurr
Dragapult, Sableye, Sylveon, Incineroar, Dracovish, Rillaboom
Charizard, Ninetales, Venusaur, Conkeldurr, Whimsicott, Raichu
Pincurchin, Sableye, Duraludon, Lapras, Dragapult, Pelipper
Raichu, Incineroar, Bisharp, Hatterene, Conkeldurr, Gastrodon-East
Charizard, Venusaur, Torkoal, Dusclops, Tyranitar, Togekiss
Cursola, Whimsicott, Conkeldurr, Excadrill, Sylveon, Togekiss
Dracovish, Togekiss, Venusaur, Charizard, Primarina, Excadrill
Alcremie, Ferrothorn, Whimsicott, Mimikyu, Drampa
Primarina, Torkoal, Dusclops, Venusaur, Conkeldurr, Tyranitar
Dusclops, Milotic, Sirfetch'd, Torkoal, Heliolisk
Abomasnow, Rotom-Frost, Jellicent, Conkeldurr, Flygon, Ninetales-Alola
Greedent, Snorlax, Rhyperior, Dusclops, Indeedee-F, Mr. Rime
Whimsicott, Mudsdale, Rotom-Wash, Dragapult, Dusclops, Venusaur
Tyranitar, Excadrill, Whimsicott, Grimmsnarl, Pikachu, Gyarados
Gothitelle, Durant, Milotic, Tyranitar, Arcanine, Sylveon
Stonjourner, Lapras, Mimikyu, Incineroar, Roserade, Inteleon
Lapras, Dracovish, Incineroar, Whimsicott, Excadrill, Dusclops
Milotic, Mimikyu, Conkeldurr, Ferrothorn, Dusclops, Tyranitar
Liepard, Inteleon, Togekiss, Toxtricity, Dusclops, Dhelmise
Gengar, Torracat, Kommo-o, Primarina, Togekiss, Rotom-Mow
Gallade, Mimikyu, Milotic, Goodra, Ribombee, Gyarados
Durant, Conkeldurr, Hatterene, Whimsicott, Jellicent, Togekiss
Togekiss, Charizard, Torkoal, Venusaur, Whimsicott, Milotic
Torkoal, Venusaur, Lapras, Grimmsnarl, Gothitelle, Conkeldurr
Milotic, Ninetales-Alola, Corviknight, Hydreigon, Ferrothorn, Incineroar
Gyarados, Raichu, Durant, Pelipper, Ludicolo, Conkeldurr
Tyranitar, Charizard, Excadrill, Goodra, Durant, Dusclops
Drifblim, Mimikyu, Milotic, Excadrill, Arcanine, Ferrothorn
Coalossal, Bisharp, Dragapult, Primarina, Lucario, Whimsicott
Whimsicott, Mudsdale, Rotom-Wash, Dragapult, Dusclops, Venusaur
Greedent, Snorlax, Rhyperior, Dusclops, Indeedee-F, Mr. Rime
Abomasnow, Rotom-Frost, Jellicent, Conkeldurr, Flygon, Ninetales-Alola
Meowstic, Shiinotic, Snorlax, Mimikyu, Type: Null, Dragapult
Dusclops, Conkeldurr, Togekiss, Lapras, Incineroar, Snorlax
Incineroar, Ferrothorn, Tyranitar, Alcremie, Milotic, Chandelure
Durant, Perrserker, Duraludon, Conkeldurr, Gothitelle, Milotic
Togekiss, Clefairy, Dracozolt, Tyranitar, Primarina, Arcanine
Raichu, Lapras, Conkeldurr, Dusclops, Arcanine, Togekiss
Indeedee-F, Hatterene, Torkoal, Rhyperior, Dusclops, Togekiss
Durant, Duraludon, Rhyperior, Sawk, Perrserker, Togekiss
Incineroar, Ferrothorn, Tyranitar, Alcremie, Milotic, Chandelure
Durant, Perrserker, Duraludon, Conkeldurr, Gothitelle, Milotic
Milotic, Dusclops, Mimikyu, Tyranitar, Dragapult, Snorlax
Dusclops, Lapras, Togekiss, Roserade, Conkeldurr, Incineroar
Tyranitar, Charizard, Excadrill, Goodra, Durant, Dusclops
Drifblim, Mimikyu, Milotic, Excadrill, Arcanine, Ferrothorn
Tyranitar, Excadrill, Togekiss, Morpeko, Lapras, Chandelure
Ninjask, Froslass, Goodra, Vanilluxe, Corviknight, Reuniclus
Charizard, Venusaur, Torkoal, Dusclops, Tyranitar, Togekiss
Incineroar, Dusclops, Dhelmise, Snorlax, Milotic, Togekiss
Gyarados, Milotic, Pikachu, Whimsicott, Incineroar, Duraludon
Togekiss, Gyarados, Incineroar, Manectric, Gothitelle, Rhyperior
Meowstic, Dusclops, Steelix, Milotic, Goodra, Rotom-Heat
Conkeldurr, Gyarados, Pikachu, Togekiss, Incineroar, Gourgeist-*
Dusclops, Lapras, Togekiss, Roserade, Conkeldurr, Incineroar
Milotic, Dusclops, Mimikyu, Tyranitar, Dragapult, Snorlax
Grimmsnarl, Excadrill, Tyranitar, Dracovish, Rotom-Heat, Braviary
Centiskorch, Primarina, Duraludon, Sableye, Togekiss, Dragapult
Pikachu, Corviknight, Togekiss, Gastrodon, Sirfetch'd, Chandelure
Greedent, Snorlax, Rhyperior, Dusclops, Indeedee-F, Mr. Rime
Ninjask, Froslass, Goodra, Vanilluxe, Corviknight, Reuniclus
Charizard, Venusaur, Morpeko, Milotic, Whimsicott, Ninetales
Corviknight, Alcremie, Lucario, Whimsicott, Indeedee-F, Dracovish
Venusaur, Charizard, Torkoal, Raichu, Bisharp, Stonjourner
Mimikyu, Rotom-Wash, Dragapult, Bisharp, Arcanine, Goodra
Kommo-o, Incineroar, Lapras, Whimsicott, Togekiss, Raichu
Braviary, Rotom-Mow, Whimsicott, Incineroar, Haxorus, Tyranitar
Bisharp, Meowstic, Conkeldurr, Primarina, Dragapult, Dusclops
Dragapult, Rotom-Wash, Excadrill, Clefairy, Togekiss, Incineroar
Lapras, Togekiss, Incineroar, Alcremie, Dusclops, Conkeldurr
Lapras, Pelipper, Seismitoad, Pikachu, Togekiss, Klinklang
Raichu, Dragapult, Tyranitar, Excadrill, Jolteon, Grimmsnarl
Ninjask, Froslass, Goodra, Vanilluxe, Corviknight, Reuniclus
Charizard, Venusaur, Morpeko, Milotic, Whimsicott, Ninetales
Dragapult, Mimikyu, Milotic, Ferrothorn, Arcanine, Persian-Alola
Dragapult, Togekiss, Rotom-Wash, Venusaur, Excadrill, Chandelure
Torkoal, Venusaur, Lapras, Grimmsnarl, Gothitelle, Conkeldurr
Pikachu, Excadrill, Togekiss, Milotic, Orbeetle, Arcanine
Durant, Perrserker, Duraludon, Conkeldurr, Gothitelle, Milotic
Clefairy, Excadrill, Dragapult, Rotom-Wash, Incineroar, Togekiss
Whimsicott, Mudsdale, Rotom-Wash, Dragapult, Dusclops, Venusaur
Durant, Indeedee-F, Duraludon, Rhyperior, Sawk, Perrserker
Venusaur, Charizard, Torkoal, Raichu, Bisharp, Stonjourner
Corviknight, Alcremie, Lucario, Whimsicott, Indeedee-F, Dracovish
Charizard, Dracovish, Jellicent, Indeedee-F, Ninetales-Alola, Whimsicott
Dragapult, Snorlax, Incineroar, Gyarados, Excadrill, Clefairy
Pikachu, Corviknight, Togekiss, Gastrodon, Sirfetch'd, Chandelure
Greedent, Snorlax, Rhyperior, Dusclops, Indeedee-F, Mr. Rime
Tyranitar, Charizard, Excadrill, Goodra, Durant, Dusclops
Abomasnow, Rotom-Frost, Jellicent, Conkeldurr, Flygon, Ninetales-Alola
Meowstic, Dusclops, Steelix, Milotic, Goodra, Rotom-Heat
Togekiss, Conkeldurr, Rhyperior, Duraludon, Whimsicott, Venusaur
Gyarados, Pikachu, Cinccino, Togekiss, Grimmsnarl, Dracovish
Mamoswine, Rotom-Mow, Arcanine, Toxicroak, Dragapult, Gengar
Clefairy, Excadrill, Dragapult, Rotom-Wash, Incineroar, Togekiss
Durant, Perrserker, Duraludon, Conkeldurr, Gothitelle, Milotic
Raichu, Ludicolo, Gyarados, Stonjourner, Pelipper, Noctowl
Venusaur, Charizard, Ninetales, Rotom-Wash, Tyranitar, Sableye
Greedent, Snorlax, Rhyperior, Dusclops, Indeedee-F, Mr. Rime
Pikachu, Corviknight, Togekiss, Gastrodon, Sirfetch'd, Chandelure
Tyranitar, Charizard, Excadrill, Goodra, Durant, Dusclops
Abomasnow, Rotom-Frost, Jellicent, Conkeldurr, Flygon, Ninetales-Alola
Clefairy, Excadrill, Dragapult, Rotom-Wash, Incineroar, Togekiss
Durant, Perrserker, Duraludon, Conkeldurr, Gothitelle, Milotic
Whimsicott, Dracovish, Corviknight, Primarina, Goodra, Charizard
Tsareena, Gothitelle, Incineroar, Conkeldurr, Rhyperior, Togekiss
Dracozolt, Corviknight, Primarina, Excadrill, Incineroar, Clefairy
Coalossal, Dragapult, Gastrodon, Dusclops, Hatterene, Braviary
Dragapult, Ditto, Munchlax, Venusaur, Ninetales-Alola, Pikachu
Dragapult, Togekiss, Rotom-Wash, Venusaur, Excadrill, Chandelure
Whimsicott, Primarina, Ferrothorn, Arcanine, Excadrill, Braviary
Dragapult, Rotom-Wash, Excadrill, Clefairy, Togekiss, Incineroar
Indeedee-F, Venusaur, Torkoal, Dusclops, Rhyperior, Hatterene
Machamp, Runerigus, Lapras, Diggersby, Oranguru, Ferrothorn
Gyarados, Seaking, Dracovish, Sableye, Rapidash-Galar, Chandelure
Charizard, Clefairy, Hitmontop, Durant, Whimsicott, Togekiss
Excadrill, Sylveon, Eldegoss, Milotic, Cinderace, Tyranitar
Dracozolt, Corviknight, Primarina, Excadrill, Incineroar, Clefairy
Snorlax, Indeedee-F, Meowstic, Ribombee
Gyarados, Pikachu, Cinccino, Togekiss, Grimmsnarl, Dracovish
Mimikyu, Conkeldurr, Arcanine, Corviknight, Rotom-Wash, Alcremie
Durant, Indeedee-F, Duraludon, Rhyperior, Sawk, Perrserker
Durant, Perrserker, Duraludon, Conkeldurr, Gothitelle, Milotic
Greedent, Snorlax, Rhyperior, Dusclops, Indeedee-F, Mr. Rime
Coalossal, Dragapult, Gastrodon, Dusclops, Hatterene, Braviary
Dracozolt, Corviknight, Primarina, Excadrill, Incineroar, Clefairy
Abomasnow, Rotom-Frost, Jellicent, Conkeldurr, Flygon, Ninetales-Alola
Incineroar, Ferrothorn, Tyranitar, Alcremie, Milotic, Chandelure
Excadrill, Reuniclus, Rotom-Wash, Sirfetch'd, Togekiss, Tyranitar
Whimsicott, Dracozolt, Conkeldurr, Chandelure, Primarina, Bisharp
Excadrill, Reuniclus, Rotom-Wash, Sirfetch'd, Togekiss, Tyranitar
Whimsicott, Dracozolt, Conkeldurr, Chandelure, Primarina, Bisharp
Ninetales-Alola, Darmanitan-Galar, Lapras, Incineroar, Togekiss, Eiscue
Togekiss, Rhyperior, Lapras, Gothitelle, Goodra, Venusaur
Coalossal, Dragapult, Gastrodon, Dusclops, Hatterene, Braviary
Tyranitar, Togekiss, Dragapult, Whimsicott, Excadrill, Rotom-Heat
Tyranitar, Charizard, Excadrill, Goodra, Durant, Dusclops
Pikachu, Corviknight, Togekiss, Gastrodon, Sirfetch'd, Chandelure
Greedent, Snorlax, Rhyperior, Dusclops, Indeedee-F, Mr. Rime
Durant, Perrserker, Duraludon, Conkeldurr, Gothitelle, Milotic
Togekiss, Weavile, Coalossal, Indeedee-F, Gastrodon, Venusaur
Coalossal, Conkeldurr, Dusclops, Dragapult, Gastrodon, Togekiss
Gyarados, Milotic, Mudsdale, Whimsicott, Incineroar, Duraludon
Gengar, Liepard, Hatterene, Conkeldurr, Dusclops, Tyranitar
Abomasnow, Rotom-Frost, Jellicent, Conkeldurr, Flygon, Ninetales-Alola
Incineroar, Ferrothorn, Tyranitar, Alcremie, Milotic, Chandelure
Tyranitar, Charizard, Excadrill, Goodra, Durant, Dusclops
Pikachu, Corviknight, Togekiss, Gastrodon, Sirfetch'd, Chandelure
Pikachu, Togekiss, Incineroar, Excadrill, Tyranitar, Darmanitan-Galar
Lapras, Raichu, Conkeldurr, Corviknight, Dusclops, Indeedee-F
Corviknight, Arcanine, Gastrodon-East, Tyranitar, Grimmsnarl, Dragapult
Dragapult, Arcanine, Mimikyu, Primarina, Dusclops, Ferrothorn
Incineroar, Corviknight, Pikachu, Togekiss, Trevenant, Dracovish
Milotic, Tsareena, Incineroar, Dusclops, Gigalith, Sylveon
Duraludon, Toxapex, Ferrothorn, Dusclops, Mandibuzz, Glalie
Dusclops, Whimsicott, Lanturn, Gastrodon, Swoobat, Hatterene
Togekiss, Clefairy, Dracozolt, Tyranitar, Primarina, Incineroar
Sirfetch'd, Dusclops, Arcanine, Rotom-Wash, Indeedee-F, Rhyperior
Tyranitar, Arcanine, Tsareena, Togekiss, Excadrill, Milotic
Incineroar, Dusclops, Lapras, Dracozolt, Conkeldurr, Togekiss
